TRAIN_ID,ORIG,DEST,DIRECTION,DEP_TIME
1,1,28,UP
2,2,25,UP
3,5,20,UP
4,7,20,UP
5,8,20,UP
6,11,20,UP
7,13,21,UP
8,14,20,UP
24,25,48,UP
26,37,51,UP
27,39,50,UP
29,4,24,UP
9,21,3,DOWN
10,22,3,DOWN
11,12,3,DOWN
12,15,3,DOWN
13,16,3,DOWN
15,9,3,DOWN
16,10,3,DOWN
17,19,1,DOWN
18,20,2,DOWN
19,27,3,DOWN
20,28,4,DOWN
21,48,3,DOWN
22,47,1,DOWN
23,42,6,DOWN
25,52,4,DOWN
28,51,6,DOWN
